TOT_POP,0-9 y/o % of total pop,10-19 y/o % of total pop,20-29 y/o % of total pop,30-39 y/o % of total pop,40-49 y/o % of total pop,50-59 y/o % of total pop,60-69 y/o % of total pop,70-79 y/o % of total pop,80+ y/o % of total pop,% White-alone,% Black-alone,% NA/AI-alone,% Asian-alone,% Hawaiian/PI-alone,% Two or more races,POP_ESTIMATE_2018,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults completing some college or associate's degree 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,POVALL_2018,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,CI90LBINC_2018,CI90UBINC_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Physicians per 100000 Population 2018 (AAMC),Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Active Primary Care Physicians per 100000 Population 2018 (AAMC),Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Active General Surgeons per 100000 Population 2018 (AAMC),Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Percent of Population Aged 60+,CNTY_FIPS,anycondition_prevalence,Obesity_prevalence,county_n,state_n
33363,14.591014,13.88664089,11.87243353,12.25309475,10.74243923,12.75065192,12.03129215,6.872883134,4.9995504,95.1023589,1.076042322,1.321823577,1.201930282,0.161855948,1.13598897,33363,11.3,30.7,35.8,22.2,2789,8.5,10.6,9.7,63656,57679,69633,17328,16870,458,2.6,63656,106.6,239.2,214.5,88.2,80.3,6.8,6.2,18.07127626,14.21491778,1.608257121,15.46002007,21.78929003,23.7,141,44.1,36.3,1015,27
29036,14.32359829,14.80231437,19.15208706,12.55338201,9.670753547,10.51797768,9.202369472,5.99944896,3.778068604,83.31381733,3.264912522,7.879873261,1.294944207,0.072324012,4.174128668,29036,14.1,30.6,29.7,25.5,5001,18.2,18.7,16.7,49577,45867,53287,15694,15315,379,2.4,49577,95.5,206.7,189.1,73.9,68.5,6.2,5.8,8.328444852,9.484559655,0.920473569,9.7128371,16.64216213,18.3,39,50.1,39.2,236,36
39138,12.20041903,12.32561705,11.16817415,11.69962696,11.27037662,13.45495426,13.54182636,8.689764423,5.649241147,89.63667024,6.078491492,0.350043436,1.027134754,0.053656293,2.854003781,39138,8.4,32.8,38.2,20.5,4887,12.7,19.8,18.6,51805,47344,56266,19450,18816,634,3.3,51805,86.2,218.2,193.1,84.8,77.9,6.9,6.5,23.83389737,10.57768702,1.463267372,15.84792967,26.79763382,26.6,57,47.8,35.8,591,15
31666,10.6518032,11.44760942,11.64656098,10.72759427,11.88025011,15.2687425,13.82555422,9.559148614,4.992736689,77.03530601,19.08355965,0.909492831,0.549485252,0.044211457,2.377944799,31666,14.8,35.7,30.3,19.2,3969,13.0,18.5,17.1,50580,45450,55710,14984,14496,488,3.3,50580,69.7,263.2,231.8,90.3,81.7,7.3,6.3,16.64775676,7.814556655,0.356896974,15.79269109,13.86321682,26.9,9,47.2,32.8,1685,46
1866,11.25401929,9.646302251,7.984994641,9.056806002,10.0750268,12.05787781,20.04287245,13.18327974,6.698821008,96.62379421,0.482315113,0.750267953,0.428724545,0.0,1.714898178,1866,5.4,40.3,28.3,26.1,285,15.9,31.3,31.1,44572,39635,49509,955,918,37,3.9,44572,80.7,247.1,236.2,91.5,88.0,9.8,9.4,0.885305068,0.686814051,0.09836723,0.60425584,1.031099355,28.9,59,41.0,31.3,1046,26
24790,11.97256958,12.69866882,12.8075837,12.06938282,12.69463493,13.36425978,12.46066962,7.805566761,4.126663977,86.70431626,9.995966115,0.447761194,0.544574425,0.326744655,1.980637354,24790,26.9,38.7,24.5,9.8,4575,19.5,24.7,21.5,39513,35513,43513,10487,10058,429,4.1,39513,67.4,228.7,202.9,79.1,71.9,7.0,6.1,11.34693984,7.840346595,0.341704315,11.73106262,8.03829944,22.9,55,53.5,36.0,359,10
102501,11.54720442,12.13939376,12.51499985,11.56281402,12.98231237,13.39108887,13.1179208,8.596989298,4.147276612,80.77579731,15.70131023,0.608774549,0.831211403,0.310240876,1.772665633,102501,15.5,32.9,33.9,17.7,17509,17.5,28.8,25.1,44903,41940,47866,43096,41328,1768,4.1,44903,90.0,217.1,196.7,77.2,71.2,7.6,6.9,53.20210722,11.21920669,2.118018458,47.91754631,39.17285624,24.4,55,54.2,37.0,27,0
67111,9.654155057,10.81938877,10.22038116,9.85531433,11.47352893,15.30002533,16.16724531,10.31127535,6.198685759,94.97697844,1.110101176,1.932619094,0.467881569,0.038741786,1.473677937,67111,12.5,37.2,31.3,18.9,9988,15.3,19.1,18.0,39450,37008,41892,31085,29589,1496,4.8,39450,71.0,330.2,305.7,128.9,119.7,12.1,11.7,55.15681364,27.87926217,1.704846967,40.36475907,56.05937968,29.7,3,52.1,37.7,795,19
9395,10.68653539,11.0271421,9.164449175,9.558275679,10.526876,14.18839808,15.44438531,12.04896221,7.354976051,96.20010644,0.681213411,0.872804683,0.276742948,0.021287919,1.947844598,9395,15.9,42.5,28.2,13.4,1669,18.2,29.6,29.7,37013,33190,40836,3781,3616,165,4.4,37013,68.0,273.1,236.3,86.6,79.0,7.0,6.3,5.240017387,1.01978682,0.18708871,5.844221909,4.195694343,34.9,185,54.8,37.4,57,25
811,8.384710234,9.987669544,8.754623921,8.754623921,9.494451295,14.0567201,19.11220715,16.15289766,5.302096178,94.20468557,0.616522811,1.356350185,0.739827374,0.0,3.082614057,811,6.2,25.7,24.3,43.9,69,8.6,17.0,16.5,62149,55323,68975,459,447,12,2.6,62149,86.4,285.7,262.5,95.4,88.9,7.8,7.1,0.412223443,0.319953739,0.012672845,0.356405968,0.387732102,40.1,53,35.1,23.4,249,5
45129,10.06669769,11.57127346,10.64725564,9.406368411,9.918234395,13.3594806,16.19579428,12.90965898,5.925236544,91.26504022,5.517516453,1.041458929,0.580557956,0.066476102,1.528950342,45129,15.2,34.2,34.2,16.4,6625,15.3,24.9,23.6,48384,43661,53107,17343,16607,736,4.2,48384,79.8,224.8,199.9,72.9,66.5,6.2,5.4,15.56614566,9.187170616,0.822332746,17.07559009,15.11331233,34.1,499,51.1,35.3,1315,43
44527,8.367956521,12.07357334,11.32346666,9.735666,10.60929324,14.88984212,16.06216453,10.94167584,5.996361758,95.1243066,2.115570328,0.37280751,1.039818537,0.051654053,1.295842972,44527,11.8,37.7,28.6,21.9,6746,15.9,26.2,24.3,47382,44095,50669,19244,18316,928,4.8,47382,70.0,375.1,304.1,112.9,94.8,10.2,7.4,28.73421306,20.26273545,0.378231652,47.21060142,14.76470546,30.9,25,47.6,34.1,543,32
140799,9.648506026,12.3928437,11.64425884,10.77493448,12.80406821,17.48307872,14.06615104,7.638548569,3.547610423,93.50066407,2.507830311,0.28196223,2.004985831,0.041903707,1.662653854,140799,5.2,31.4,28.5,34.9,7233,5.2,5.9,5.5,92284,87969,96599,72560,69689,2871,4.0,92284,112.8,306.5,271.0,97.7,87.5,7.6,6.7,87.19608678,29.42887685,1.29600854,111.7412241,42.79989179,22.8,37,33.9,26.2,287,30
218022,11.35527607,12.3441671,10.81496363,11.56442928,12.53910156,13.75365789,13.72888975,9.602700645,4.296814083,87.2852281,8.940382163,0.772399116,1.150342626,0.066965719,1.78468228,218022,9.7,27.6,31.3,31.3,21069,9.8,13.9,13.1,57588,54437,60739,93849,90456,3393,3.6,57588,115.5,217.1,196.7,77.2,71.2,7.6,6.9,113.1621137,23.86351236,4.505074295,101.9217303,83.32157211,26.3,3,40.2,29.7,1,0
6843,11.04778606,12.58220079,8.110477861,9.776413854,10.50708753,14.89112962,19.62589508,10.31711238,3.141896829,91.39266404,1.110623995,3.521847143,0.876808417,0.043840421,3.054215987,6843,19.6,29.8,27.8,22.9,1679,24.6,37.0,33.7,36869,33022,40716,3638,3469,169,4.6,36869,51.2,285.7,262.5,95.4,88.9,7.8,7.1,3.478230602,2.699683649,0.10693006,3.007257754,3.27157925,30.2,109,43.8,29.8,270,5
676061,12.56972374,9.772490944,16.50501952,19.58565869,13.11893453,11.68208194,8.792253953,4.987419774,2.986416906,64.73424735,14.84363097,1.113213157,16.4226305,0.195248654,2.69102936,676061,15.8,25.7,17.6,40.9,95704,14.3,22.3,22.5,73337,71198,75476,357639,343787,13852,3.9,73337,89.7,306.5,271.0,97.7,87.5,7.6,6.7,418.6810533,141.3058041,6.222919407,536.5370757,205.508119,16.2,17,29.9,24.0,1127,30
15888,12.79582075,12.24194361,11.637714,10.97683787,12.44335347,13.09793555,12.9846425,9.466263847,4.355488419,96.96626385,1.000755287,0.453172205,0.302114804,0.050352467,1.22734139,15888,25.0,38.4,23.3,13.3,4001,26.0,38.5,38.2,34358,31666,37050,6734,6420,314,4.7,34358,68.5,230.9,214.6,77.3,72.9,8.3,7.6,10.43222879,3.505854666,0.373341521,7.022376232,6.755703717,25.4,45,55.8,38.3,706,17
22141,13.72115081,13.29659907,11.26417054,11.2957861,11.11060928,13.39596224,12.5649248,7.836141096,5.514656068,96.40485976,1.233006639,0.338738088,0.600695542,0.10387968,1.318820288,22141,8.9,39.3,30.3,21.5,1905,8.8,11.6,11.0,65849,61961,69737,12123,11840,283,2.3,65849,109.6,218.2,193.1,84.8,77.9,6.9,6.5,13.48322146,5.983968734,0.827794034,8.965430296,15.15985514,24.4,183,40.5,32.9,64,15
82542,8.774926704,11.13857188,12.74502677,11.54200286,11.34937365,14.62649318,14.39994185,9.678709021,5.744954084,90.0002423,4.435317778,0.571830099,1.957791185,0.149015047,2.885803591,82542,6.4,21.7,24.0,47.9,6423,8.1,11.0,9.1,77760,71366,84154,44657,43073,1584,3.5,77760,121.9,370.0,325.3,117.5,106.6,10.1,8.6,50.97811532,23.81060516,0.858743137,102.1123658,22.09311889,27.6,5,34.9,26.1,1406,39
37489,10.20832778,10.99789272,14.23084105,13.41993651,11.28597722,11.93416736,11.45669396,10.5844381,5.881725306,84.23004081,12.61970178,1.098989037,0.597508603,0.170716744,1.283043026,37489,27.3,43.1,18.1,11.4,9013,26.1,34.5,34.0,37233,33620,40846,13955,13419,536,3.8,37233,67.2,265.2,240.7,86.8,80.1,6.9,6.0,21.7548697,10.72430591,0.381942292,20.40839111,14.57365057,27.3,27,48.5,33.9,298,9
19434,14.06812802,14.50036019,8.917361326,11.97386024,12.41123804,12.57589791,14.57754451,7.816198415,3.159411341,96.38262838,0.566018318,1.029124215,0.504270866,0.056601832,1.461356386,19434,6.2,31.8,39.5,22.6,1518,7.9,9.2,8.2,69598,63003,76193,8711,8379,332,3.8,69598,111.8,207.9,199.6,79.8,76.2,10.6,10.4,9.620508986,5.415741072,0.975506156,4.440234917,12.64794188,22.6,23,37.8,28.3,138,50
15196,14.80652803,15.30007897,11.84522243,11.37141353,11.04237957,11.98999737,11.45038168,7.896814951,4.297183469,94.16951829,0.60542248,2.099236641,0.82916557,0.250065807,2.046591208,15196,20.2,37.2,27.4,15.2,2071,13.7,19.6,18.0,51302,46530,56074,8105,7910,195,2.4,51302,92.4,192.6,181.6,73.9,68.9,5.8,5.5,5.959867929,5.353486018,0.389816943,3.369750908,7.986916033,21.3,47,41.7,32.8,467,12
12691,10.58230242,13.54503191,20.98337404,8.226302104,9.424001261,12.13458356,13.15893153,6.93404775,5.01142542,25.25411709,71.79103302,0.133953195,2.017177527,0.031518399,0.772200772,12691,15.8,37.8,24.6,21.8,4076,34.7,48.1,53.2,27859,24843,30875,4768,4487,281,5.9,27859,55.9,217.1,196.7,77.2,71.2,7.6,6.9,6.587135176,1.389088419,0.262239122,5.932835584,4.850125545,23.0,119,53.4,40.4,59,0
46403,11.77725578,12.39359524,10.64801845,12.00999935,11.32469883,14.77275176,13.55515807,8.133094843,5.385427666,94.53052604,1.389996336,1.536538586,0.741331379,0.088356356,1.713251298,46403,5.7,32.9,36.4,25.0,3250,7.1,7.9,6.7,67039,63828,70250,26823,26086,737,2.7,67039,95.4,302.7,265.0,104.9,96.0,7.4,6.6,23.8168556,14.98477165,1.050257174,26.58721901,28.9937138,25.2,49,43.4,35.2,908,23
6556,8.84685784,8.923123856,18.80719951,17.43441123,13.98718731,12.76693106,9.594264796,5.979255644,3.660768761,78.64551556,18.82245272,1.281269067,0.33557047,0.030506406,0.884685784,6556,15.7,36.8,33.7,13.7,674,14.8,14.8,14.3,55327,49251,61403,2896,2818,78,2.7,55327,85.0,284.4,240.5,99.6,87.2,7.0,5.8,2.553741755,1.282273716,0.096221984,4.965980592,3.115122423,18.6,9,46.9,35.5,486,13
18389,12.07243461,12.30083202,10.98482789,10.96307575,10.73467834,14.56849203,14.53586383,8.450704225,5.389091305,83.81097395,12.89901572,1.071292621,0.407852521,0.038066235,1.772798956,18389,17.5,39.2,26.2,17.1,2686,14.8,23.7,22.3,53626,48528,58724,8223,7928,295,3.6,53626,88.4,224.8,199.9,72.9,66.5,6.2,5.4,6.342836149,3.743554709,0.335081142,6.957899048,6.158317279,28.0,51,50.9,38.4,1519,43
9864,15.78467153,15.48053528,13.30089213,12.53041363,11.07055961,12.44931062,9.793187348,6.052311436,3.53811841,93.90713706,1.743714517,1.652473642,0.942822384,0.334549878,1.419302514,9864,29.2,31.3,21.8,17.7,1325,13.5,19.2,19.1,50539,45283,55795,4905,4791,114,2.3,50539,83.4,224.8,199.9,72.9,66.5,6.2,5.4,3.402345738,2.008071328,0.179740083,3.732270173,3.303368407,18.5,369,49.7,38.9,1609,43
18807,10.92146541,10.99590578,12.57510501,13.25570266,12.53256766,13.92566598,12.71866858,8.0289254,5.045993513,92.67294093,5.178922742,0.37220184,0.61679162,0.047854522,1.11128835,18807,13.1,29.9,40.4,16.6,2052,11.8,17.1,16.3,52313,47553,57073,8777,8307,470,5.4,52313,80.4,284.4,240.5,99.6,87.2,7.0,5.8,7.325842158,3.67842004,0.276029112,14.24575915,8.936257994,25.6,33,45.7,33.9,122,13
6214,13.46958481,13.2281944,10.42806566,10.89475378,10.47634374,13.59832636,13.82362407,8.513035082,5.568072095,96.50788542,0.579336981,1.287415513,0.273575797,0.289668491,1.062117799,6214,9.3,32.7,39.6,18.4,671,11.0,14.6,14.0,56259,50546,61972,3239,3139,100,3.1,56259,94.2,239.2,214.5,88.2,80.3,6.8,6.2,3.365851712,2.647588619,0.299544698,2.879494192,4.058347518,25.8,35,46.8,38.5,13,27
12772,12.37864078,11.99498904,10.73441904,12.45693705,12.67616661,13.71750705,13.3025368,8.487316004,4.251487629,97.3614156,0.61071093,0.414970247,0.352333229,0.0,1.260569997,12772,21.9,42.7,22.8,12.6,2213,17.7,22.1,22.2,43048,38599,47497,5206,4953,253,4.9,43048,85.8,230.9,214.6,77.3,72.9,8.3,7.6,8.386230245,2.818276422,0.300120714,5.645127721,5.430755782,23.8,31,55.8,39.8,6,17
66523,11.77337162,14.83697368,15.12258918,12.21983374,11.5899764,12.93838221,11.11194624,6.445890895,3.961036033,89.34954828,5.788975242,0.691490161,2.321001759,0.114246201,1.734738361,66523,9.5,31.0,31.9,27.5,5718,9.6,11.6,10.7,67024,61960,72088,36852,35832,1020,2.8,67024,95.3,302.7,265.0,104.9,96.0,7.4,6.6,34.14366927,21.48205858,1.505640971,38.11524191,41.56517516,20.2,131,34.9,30.2,672,23
15878,9.875299156,10.88298274,8.092958811,9.610782214,10.19020028,15.80803628,18.08162237,11.43091069,6.027207457,95.46542386,0.44086157,1.662677919,0.610908175,0.031490112,1.788638368,15878,7.7,35.9,34.1,22.3,1954,12.5,17.7,16.2,50482,47479,53485,7944,7636,308,3.9,50482,83.1,264.9,238.3,94.6,86.4,7.9,7.1,8.305570349,5.025402644,0.363249213,8.335613517,8.947401665,33.8,129,48.5,37.9,1826,49
67653,12.36160998,11.75114186,12.54489823,11.51759715,10.68984376,12.56115767,14.77244172,9.383175912,4.418133712,88.50161855,0.972610232,4.919220138,1.130770254,0.215807134,4.259973689,67653,12.6,30.1,37.9,19.4,12310,18.5,25.0,25.4,45374,41437,49311,29499,27602,1897,6.4,45374,71.8,303.4,271.5,109.4,101.0,9.2,8.3,33.91760614,18.69423509,0.984756771,41.47278924,31.93194905,27.4,35,40.2,30.5,1366,37
12287,15.5611622,14.75543257,13.78692927,13.12769594,10.4419305,11.68714902,10.0024416,6.527223895,4.110034996,91.72295923,4.883209897,1.269634573,0.569707821,0.081386832,1.473101652,12287,31.6,31.6,24.8,12.0,2529,22.4,32.6,32.6,41268,36850,45686,5228,5013,215,4.1,41268,68.1,224.8,199.9,72.9,66.5,6.2,5.4,4.238100373,2.501335402,0.223891565,4.649067682,4.11481018,20.7,445,53.5,40.8,1635,43
127753,13.0220034,13.28422816,13.61377032,12.65254045,12.09756327,13.09558288,11.40716852,7.029189138,3.797953864,81.96050191,6.91803715,2.407771246,4.736483683,0.21056257,3.766643445,127753,16.8,32.0,31.4,19.7,19527,15.6,23.0,20.8,46843,44583,49103,57075,55032,2043,3.6,46843,99.5,207.6,188.2,79.9,75.0,7.0,6.5,55.31763291,8.859299063,3.730231185,38.10770267,71.42544939,21.0,131,49.4,37.6,157,3
7020,12.13675214,12.60683761,9.601139601,10.6980057,10.47008547,14.25925926,15.21367521,9.202279202,5.811965812,97.43589744,0.313390313,0.242165242,0.555555556,0.014245014,1.438746439,7020,10.1,40.8,35.0,14.1,917,13.1,20.9,20.0,47905,43384,52426,3666,3567,99,2.7,47905,79.7,218.2,193.1,84.8,77.9,6.9,6.5,4.274974692,1.897270246,0.262459424,2.84256902,4.806566238,27.9,177,49.7,36.8,162,15
39383,8.130411599,8.531599929,9.547266587,11.41609324,12.07119823,14.82111571,17.35012569,12.36066323,5.771525785,89.66305259,2.694055811,2.318259147,1.739329152,0.264073331,3.321229972,39383,9.7,28.7,41.3,20.3,4130,11.8,13.8,13.7,58515,52610,64420,14706,14117,589,4.0,58515,77.8,279.6,243.8,96.2,87.1,7.2,6.2,15.34618074,7.8821664,0.357420454,22.26460619,15.1311311,34.8,5,44.1,29.1,168,4
31511,13.07479928,14.11253213,13.63968138,11.10088541,10.6629431,12.57973406,12.48135572,7.508489099,4.839579829,94.65900797,1.304306433,1.310653423,1.332867887,0.104725334,1.288438958,31511,10.0,28.0,37.1,24.9,3558,11.8,14.4,13.4,55167,50888,59446,16547,16072,475,2.9,55167,92.4,239.2,214.5,88.2,80.3,6.8,6.2,17.06812895,13.42583923,1.518981811,14.60182515,20.57975356,23.7,1,45.7,38.4,222,27
26787,10.30350543,10.3221712,9.855526935,11.04266995,10.50509576,13.24896405,18.1207302,11.64744092,4.953895546,93.35498563,0.6757009,1.646320977,1.067682085,0.321051256,2.934259156,26787,9.7,31.5,37.8,21.0,3470,13.2,19.7,17.5,52486,48101,56871,11857,11332,525,4.4,52486,83.1,303.4,271.5,109.4,101.0,9.2,8.3,13.4295732,7.401925639,0.389911454,16.42102501,12.6433583,34.3,57,46.5,36.7,1369,37
11179,12.16566777,12.12094105,10.43027104,11.35164147,10.46605242,13.99051794,13.24805439,10.51077914,5.716074783,72.87771715,1.10922265,19.23248949,0.313087038,0.04472672,6.422756955,11179,16.5,41.1,27.4,15.0,2169,19.7,30.0,29.1,37026,33746,40306,4517,4284,233,5.2,37026,71.3,206.7,189.1,73.9,68.5,6.2,5.8,3.206491425,3.651601198,0.354386762,3.739489115,6.407312661,28.5,127,52.1,37.5,1348,36
57078,12.36903886,13.49731946,13.38869617,11.32134973,12.70016469,13.59893479,11.88023407,7.636917902,3.607344336,76.44276254,20.66470444,0.490556782,0.588668138,0.143663058,1.669645047,57078,20.4,36.6,29.2,13.8,9394,16.8,24.1,21.3,42542,38575,46509,25268,24351,917,3.6,42542,81.1,229.5,205.0,80.1,72.3,7.0,6.2,23.8118438,11.77681478,0.774642726,23.9914711,26.28171916,21.7,21,49.6,38.6,9,40
15041,9.474104115,10.40489329,9.886310751,9.859716774,10.42483877,15.53088226,18.01741905,10.95006981,5.451765175,96.25024932,0.485340071,1.229971411,0.319127718,0.059836447,1.655475035,15041,12.6,42.3,33.4,11.8,2360,15.9,24.1,22.4,42540,40265,44815,5974,5549,425,7.1,42540,75.1,287.0,249.7,97.8,87.6,7.9,6.7,6.650838868,5.692335619,0.216678913,11.15745932,9.062896493,32.4,11,51.8,37.0,836,22
30267,11.67277893,12.19479962,11.64965144,11.10780718,12.46572174,13.31813526,13.41725311,9.363333003,4.810519708,86.68516867,10.8302772,0.343608551,0.4658539,0.105725708,1.569365976,30267,16.6,44.8,23.7,14.9,5267,17.7,25.6,24.3,42532,39196,45868,12291,11683,608,4.9,42532,81.2,253.1,225.8,85.1,77.8,8.1,7.4,25.69785214,5.32913009,0.514135873,16.03656848,11.11427635,25.7,131,53.4,37.2,1490,42
476179,11.70505209,12.40856905,13.13560657,12.76242757,12.94282192,14.27194395,11.95159803,6.962297791,3.859683018,75.22318288,11.69812192,0.643245502,10.18209539,0.112142703,2.141211603,476179,11.5,30.9,24.6,33.0,55217,11.7,15.2,14.0,79719,75803,83635,220621,211509,9112,4.1,79719,117.8,375.1,304.1,112.9,94.8,10.2,7.4,307.2883607,216.6929976,4.044870976,504.8778713,157.8961682,21.4,85,39.5,30.4,416,32
14245,12.65707266,11.56897157,13.06423306,11.50579151,12.03229203,13.18357318,12.75535276,9.027729028,4.204984205,63.51702352,1.165321165,29.84204984,0.702000702,0.035100035,4.738504739,14245,21.7,31.1,31.2,16.0,2124,15.2,22.9,22.7,43121,38465,47777,6912,6613,299,4.3,43121,80.0,255.0,223.5,86.2,78.1,7.1,6.2,6.471121343,5.81948203,0.153649691,6.934814159,5.520413883,25.2,173,50.8,35.2,1243,33
27259,15.37107011,12.59767416,19.35507539,13.26901207,9.461095418,11.03121905,9.89397997,6.078726292,2.942147548,87.56740893,3.400711692,1.680179023,3.129241718,0.403536447,3.818922191,27259,10.6,28.0,44.9,16.4,3435,12.9,20.1,20.7,49344,45890,52798,11416,11044,372,3.3,49344,88.9,192.6,181.6,73.9,68.9,5.8,5.5,10.69097393,9.603229492,0.699264283,6.04475125,14.32714821,17.5,39,38.5,32.4,25,12
8397,10.92056687,12.30201262,9.146123616,9.57484816,11.00392997,14.10027391,15.44599262,11.15874717,6.347505061,92.15195903,3.239252114,1.44099083,1.107538407,0.035727045,2.024532571,8397,18.2,34.1,32.2,15.6,1604,19.3,30.6,28.2,39484,35586,43382,2960,2842,118,4.0,39484,65.1,224.8,199.9,72.9,66.5,6.2,5.4,2.896339939,1.709425683,0.153008665,3.177197145,2.812082777,30.6,83,51.7,37.2,1528,43
164742,10.45270787,10.94559979,11.23028736,11.75170873,11.22846633,14.9500431,14.6635345,8.850202134,5.927450195,90.70061065,6.385135545,0.176639837,0.576052251,0.038241614,2.123320101,164742,6.9,38.2,31.2,23.7,18061,11.2,16.3,15.7,54823,51263,58383,84057,80234,3823,4.5,54823,90.0,320.5,273.3,100.8,88.2,8.7,7.2,90.08220669,72.92246605,2.559811385,133.4703665,92.66774482,27.2,7,44.3,33.8,1319,38
10234,11.53019347,13.52354895,11.36408052,11.79401993,10.82665624,13.10338089,13.00566738,9.400039085,5.452413524,92.91577096,2.413523549,1.641586867,1.670900919,0.048856752,1.309360954,10234,21.5,34.9,25.3,18.3,1692,16.9,23.9,21.7,42205,38590,45820,4628,4483,145,3.1,42205,69.6,224.8,199.9,72.9,66.5,6.2,5.4,3.529968195,2.08339436,0.186482158,3.872268142,3.427278212,27.4,399,49.4,36.4,1619,43
107610,14.60273209,14.52560171,12.85196543,14.40572438,12.34457764,13.01273116,11.34559985,5.141715454,1.769352291,82.75067373,1.276833008,6.862745098,1.750766657,0.395873989,6.963107518,107610,7.6,32.2,39.0,21.2,10937,10.4,11.8,10.4,74649,69719,79579,47654,44014,3640,7.6,74649,99.6,276.9,256.7,112.8,105.6,9.6,8.5,70.04358332,50.48974965,3.06440677,31.81146076,86.3870861,16.2,170,40.3,30.6,82,1
440956,12.8377888,13.1484774,18.30364027,13.35076516,10.73780604,11.58256153,10.82579668,6.044594018,3.168570107,47.84060088,46.96386941,0.270321756,3.373806003,0.038099039,1.513302915,440956,9.7,27.3,28.3,34.7,71761,16.7,23.8,23.1,52945,50415,55475,232663,222618,10045,4.3,52945,110.3,260.3,231.8,84.1,75.8,9.1,7.8,223.6963316,72.57829372,14.95093925,237.2278779,169.5701465,18.2,33,47.1,37.9,760,18
226758,11.83023311,14.99087133,28.50792475,13.18321735,9.671544113,8.640488979,7.121689202,3.910336129,2.143695041,79.57558278,10.99674543,0.674287126,6.573968724,0.115982678,2.063433264,226758,13.3,19.6,26.2,40.8,49310,23.2,20.2,19.1,50113,47998,52228,116882,113563,3319,2.8,50113,82.7,224.8,199.9,72.9,66.5,6.2,5.4,78.21463045,46.1624329,4.131944619,85.79907947,75.93929575,12.4,41,36.1,30.6,1516,43
11169,12.14074671,12.75852807,11.3797117,12.23923359,11.48715194,14.79989256,12.67794789,7.556629958,4.960157579,92.98057122,1.065449011,0.465574358,4.020055511,0.098486883,1.369863014,11169,18.1,36.5,31.2,14.2,1183,10.7,13.8,12.5,49585,45422,53748,6075,5916,159,2.6,49585,82.5,218.2,193.1,84.8,77.9,6.9,6.5,6.80159435,3.018605609,0.417579674,4.522600197,7.64737013,23.2,115,45.4,36.1,601,15
17753,9.361798006,10.64045513,9.496986425,10.18982707,10.33064834,14.6961077,17.16329634,11.90784656,6.213034417,95.6739706,0.726637751,1.532135414,0.450628063,0.033797105,1.582831071,17753,6.5,31.8,32.4,29.3,1812,10.3,15.7,14.2,51905,46626,57184,8790,8306,484,5.5,51905,91.6,287.0,249.7,97.8,87.6,7.9,6.7,7.850032738,6.718704491,0.255747673,13.16922913,10.69700163,33.0,19,41.7,30.3,839,22
102811,10.37340362,12.49477196,11.95689177,10.65547461,11.70302789,14.97796928,13.97904893,8.858974234,5.000437696,95.20187529,1.972551575,0.398790013,0.875392711,0.045714953,1.505675463,102811,11.4,40.5,25.7,22.4,7919,8.0,11.2,9.5,62877,59135,66619,55121,53316,1805,3.3,62877,103.3,320.5,273.3,100.8,88.2,8.7,7.2,56.21785429,45.50892703,1.59750864,83.29522435,57.8314183,25.9,1,44.6,30.8,222,38
25083,8.475860144,10.26193039,8.950285054,10.08651278,11.46991987,17.95239804,20.31654906,9.739664314,2.746880357,94.05573496,0.948849819,1.367460033,0.98074393,0.119602918,2.52760834,25083,4.2,25.5,36.2,34.0,1851,7.4,12.5,11.7,64850,58348,71352,12651,12182,469,3.7,64850,90.1,285.7,262.5,95.4,88.9,7.8,7.1,12.74944588,9.895683904,0.391951877,11.02309604,11.99196585,28.4,119,32.5,23.5,275,5
1050114,11.84995153,13.00506421,16.10939384,15.49193707,14.00609839,12.71176272,9.238901681,5.01650297,2.570387596,45.58409849,44.53859295,0.280921881,7.471855437,0.034853359,2.089677883,1050114,7.9,18.3,22.4,51.4,137929,13.5,19.3,18.6,70808,69679,71937,555127,532817,22310,4.0,70808,120.8,228.7,202.9,79.1,71.9,7.0,6.1,480.6607659,332.120118,14.47472711,496.9323557,340.5054771,15.8,121,33.1,26.5,128,10
246365,13.00022325,13.27420697,13.11265805,14.53169078,13.32981552,12.78996611,10.55425892,6.222068882,3.185111522,86.6738376,6.985164289,0.647007489,2.477624663,0.370994257,2.845371705,246365,6.8,28.8,31.6,32.7,17153,7.0,8.7,7.9,68943,65346,72540,134903,130999,3904,2.9,68943,126.7,273.1,236.3,86.6,79.0,7.0,6.3,137.4089285,26.74186054,4.906025543,153.2529782,110.0236548,18.8,47,43.0,33.7,13,25
